code,name_kanji,name_kana,name_kana_breakdown,name_kana_notes,name_romaji,prefecture_kanji,prefecture_kana,prefecture_kana_breakdown,prefecture_romaji,latitude,longitude
182095,越前市,えちぜんし,"えち,ぜん,し",,Echizen Shi,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.9,136.1666667
182109,坂井市,さかいし,"さか,い,し",,Sakai Shi,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,36.16666667,136.2166667
183229,永平寺町,えいへいじちょう,"えい,へい,じ,ちょう",,Eiheiji Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,36.08333333,136.2833333
183822,池田町,いけだちょう,"いけ,だ,ちょう",,Ikeda Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.88333333,136.3333333
184047,南越前町,みなみえちぜんちょう,"みなみ,えち,ぜん,ちょう",,Minamiechizen Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.83333333,136.1833333
184233,越前町,えちぜんちょう,"えち,ぜん,ちょう",,Echizen Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.96666667,136.1166667
184420,美浜町,みはまちょう,"み,はま,ちょう",,Mihama Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.6,135.9333333
184811,高浜町,たかはまちょう,"たか,はま,ちょう",,Takahama Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.48333333,135.55
184837,おおい町,おおいちょう,"おおい,ちょう",,Oi Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.46666667,135.6166667
185019,若狭町,わかさちょう,"わか,さ,ちょう",,Wakasa Cho,福井県,ふくいけん,"ふく,い,けん",Fukui Ken,35.53333333,135.9
192015,甲府市,こうふし,"こう,ふ,し",,Kofu Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.65,138.5666667
192023,富士吉田市,ふじよしだし,"ふ,じ,よし,だ,し",,Fujiyoshida Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.48333333,138.8
192040,都留市,つるし,"つ,る,し",,Tsuru Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.55,138.9
192058,山梨市,やまなしし,"やま,なし,し",,Yamanashi Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.68333333,138.6833333
192066,大月市,おおつきし,"おお,つき,し",,Otsuki Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.6,138.9333333
192074,韮崎市,にらさきし,"にら,さき,し",,Nirasaki Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.7,138.4333333
192082,南アルプス市,みなみあるぷすし,"みなみ,あるぷす,し",,Minami-alps Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.6,138.45
192091,北杜市,ほくとし,"ほく,と,し",,Hokuto Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.76666667,138.4166667
192104,甲斐市,かいし,"か,い,し",,Kai Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.65,138.5
192112,笛吹市,ふえふきし,"ふえ,ふき,し",,Fuefuki Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.63333333,138.6333333
192121,上野原市,うえのはらし,"うえ,の,はら,し",,Uenohara Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.61666667,139.1
192139,甲州市,こうしゅうし,"こう,しゅう,し",,Koshu Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.7,138.7166667
192147,中央市,ちゅうおうし,"ちゅう,おう,し",,Chuo Shi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.58333333,138.5166667
193461,市川三郷町,いちかわみさとちょう,"いち,かわ,み,さと,ちょう",,Ichikawamisato Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.55,138.5
193640,早川町,はやかわちょう,"はや,かわ,ちょう",,Hayakawa Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.4,138.35
193658,身延町,みのぶちょう,"み,のぶ,ちょう",,Minobu Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.46666667,138.4333333
193666,南部町,なんぶちょう,"なん,ぶ,ちょう",,Nanbu Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.23333333,138.4833333
193844,昭和町,しょうわちょう,"しょう,わ,ちょう",,Showa Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.61666667,138.5333333
194221,道志村,どうしむら,"どう,し,むら",,Doshi Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.51666667,139.0333333
194239,西桂町,にしかつらちょう,"にし,かつら,ちょう",,Nishikatsura Cho,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.51666667,138.8333333
194247,忍野村,おしのむら,"おし,の,むら",,Oshino Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.45,138.8333333
194255,山中湖村,やまなかこむら,"やま,なか,こ,むら",,Yamanakako Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.4,138.85
194298,鳴沢村,なるさわむら,"なる,さわ,むら",,Narusawa Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.46666667,138.7
194301,富士河口湖町,ふじかわぐちこまち,"ふ,じ,かわ,ぐち,こ,まち",,Fujikawaguchiko Machi,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.5,138.75
194425,小菅村,こすげむら,"こ,すげ,むら",,Kosuge Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.75,138.9333333
194433,丹波山村,たばやまむら,"た,ば,やま,むら",,Tabayama Mura,山梨県,やまなしけん,"やま,なし,けん",Yamanashi Ken,35.78333333,138.9166667
202011,長野市,ながのし,"なが,の,し",,Nagano Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.63333333,138.1833333
202029,松本市,まつもとし,"まつ,もと,し",,Matsumoto Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.23333333,137.9666667
202037,上田市,うえだし,"うえ,だ,し",,Ueda Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.4,138.2333333
202045,岡谷市,おかやし,"おか,や,し",,Okaya Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.06666667,138.0333333
202053,飯田市,いいだし,"いい,だ,し",,Iida Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.5,137.8166667
202061,諏訪市,すわし,"す,わ,し",,Suwa Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.03333333,138.1
202070,須坂市,すざかし,"す,ざか,し",,Suzaka Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.65,138.3
202088,小諸市,こもろし,"こ,もろ,し",,Komoro Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.31666667,138.4166667
202096,伊那市,いなし,"い,な,し",,Ina Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.81666667,137.95
202100,駒ヶ根市,こまがねし,"こま,が,ね,し",,Komagane Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.71666667,137.9333333
202118,中野市,なかのし,"なか,の,し",,Nakano Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.73333333,138.3666667
202126,大町市,おおまちし,"おお,まち,し",,Omachi Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.5,137.85
202134,飯山市,いいやまし,"いい,やま,し",,Iiyama Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.85,138.35
202142,茅野市,ちのし,"ち,の,し",,Chino Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.98333333,138.15
202151,塩尻市,しおじりし,"しお,じり,し",,Shiojiri Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.1,137.95
202177,佐久市,さくし,"さ,く,し",,Saku Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.23333333,138.4666667
202185,千曲市,ちくまし,"ち,くま,し",,Chikuma Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.53333333,138.1166667
202193,東御市,とうみし,"とう,み,し",,Tomi Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.35,138.3166667
202207,安曇野市,あづみのし,"あ,づみ,の,し",,Azumino Shi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.3,137.8833333
203033,小海町,こうみまち,"こ,うみ,まち",,Koumi Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.08333333,138.4666667
203041,川上村,かわかみむら,"かわ,かみ,むら",,Kawakami Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.96666667,138.5666667
203050,南牧村,みなみまきむら,"みなみ,まき,むら",,Minamimaki Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.01666667,138.4833333
203068,南相木村,みなみあいきむら,"みなみ,あい,き,むら",,Minamiaiki Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.03333333,138.5333333
203076,北相木村,きたあいきむら,"きた,あい,き,むら",,Kitaaiki Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.05,138.55
203092,佐久穂町,さくほまち,"さ,く,ほ,まち",,Sakuho Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.15,138.4833333
203211,軽井沢町,かるいざわまち,"かる,い,ざわ,まち",,Karuizawa Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.33333333,138.5833333
203238,御代田町,みよたまち,"み,よ,た,まち",,Miyota Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.31666667,138.5
203246,立科町,たてしなまち,"たて,しな,まち",,Tateshina Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.26666667,138.3
203491,青木村,あおきむら,"あお,き,むら",,Aoki Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.36666667,138.1166667
203505,長和町,ながわまち,"なが,わ,まち",,Nagawa Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.25,138.2666667
203611,下諏訪町,しもすわまち,"しも,す,わ,まち",,Shimosuwa Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.06666667,138.0666667
203629,富士見町,ふじみまち,"ふ,じ,み,まち",,Fujimi Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.9,138.2333333
203637,原村,はらむら,"はら,むら",,Hara Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.95,138.2166667
203823,辰野町,たつのまち,"たつ,の,まち",,Tatsuno Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.96666667,137.9833333
203831,箕輪町,みのわまち,"みの,わ,まち",,Minowa Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.9,137.9666667
203840,飯島町,いいじままち,"いい,じま,まち",,Iijima Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.66666667,137.9166667
203858,南箕輪村,みなみみのわむら,"みなみ,みの,わ,むら",,Minamiminowa Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.86666667,137.9666667
203866,中川村,なかがわむら,"なか,がわ,むら",,Nakagawa Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.63333333,137.9333333
203882,宮田村,みやだむら,"みや,だ,むら",,Miyada Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.76666667,137.9333333
204021,松川町,まつかわまち,"まつ,かわ,まち",,Matsukawa Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.58333333,137.9
204030,高森町,たかもりまち,"たか,もり,まち",,Takamori Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.55,137.8666667
204048,阿南町,あなんちょう,"あ,なん,ちょう",,Anan Cho,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.31666667,137.8
204072,阿智村,あちむら,"あ,ち,むら",,Achi Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.43333333,137.7333333
204099,平谷村,ひらやむら,"ひら,や,むら",,Hiraya Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.31666667,137.6166667
204102,根羽村,ねばむら,"ね,ば,むら",,Neba Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.25,137.5666667
204111,下條村,しもじょうむら,"しも,じょう,むら",,Shimojo Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.38333333,137.7833333
204129,売木村,うるぎむら,"うる,ぎ,むら",,Urugi Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.26666667,137.7
204137,天龍村,てんりゅうむら,"てん,りゅう,むら",,Tenryu Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.26666667,137.85
204145,泰阜村,やすおかむら,"やす,おか,むら",,Yasuoka Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.36666667,137.8333333
204153,喬木村,たかぎむら,"たか,ぎ,むら",,Takagi Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.5,137.8666667
204161,豊丘村,とよおかむら,"とよ,おか,むら",,Toyooka Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.55,137.8833333
204170,大鹿村,おおしかむら,"おお,しか,むら",,Oshika Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.56666667,138.0333333
204226,上松町,あげまつまち,"あげ,まつ,まち",,Agematsu Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.78333333,137.6833333
204234,南木曽町,なぎそまち,"な,ぎ,そ,まち",,Nagiso Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.6,137.6
204251,木祖村,きそむら,"き,そ,むら",,Kiso Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.93333333,137.7666667
204293,王滝村,おうたきむら,"おう,たき,むら",,Otaki Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.8,137.55
204307,大桑村,おおくわむら,"おお,くわ,むら",,Okuwa Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.66666667,137.65
204323,木曽町,きそまち,"き,そ,まち",,Kiso Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,35.83333333,137.6833333
204463,麻績村,おみむら,"お,み,むら",,Omi Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.45,138.0333333
204480,生坂村,いくさかむら,"いく,さか,むら",,Ikusaka Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.41666667,137.9166667
204501,山形村,やまがたむら,"やま,がた,むら",,Yamagata Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.16666667,137.8666667
204528,筑北村,ちくほくむら,"ちく,ほく,むら",,Chikuhoku Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.41666667,138
204811,池田町,いけだまち,"いけ,だ,まち",,Ikeda Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.41666667,137.8666667
204820,松川村,まつかわむら,"まつ,かわ,むら",,Matsukawa Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.41666667,137.85
204854,白馬村,はくばむら,"はく,ば,むら",,Hakuba Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.68333333,137.85
204862,小谷村,おたりむら,"お,たり,むら",,Otari Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.76666667,137.9
205214,坂城町,さかきまち,"さか,き,まち",,Sakaki Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.45,138.1666667
205419,小布施町,おぶせまち,"お,ぶ,せ,まち",,Obuse Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.68333333,138.3
205435,高山村,たかやまむら,"たか,やま,むら",,Takayama Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.66666667,138.35
205613,山ノ内町,やまのうちまち,"やま,の,うち,まち",,Yamanouchi Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.73333333,138.4
205621,木島平村,きじまだいらむら,"き,じま,だいら,むら",,Kijimadaira Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.85,138.4
205630,野沢温泉村,のざわおんせんむら,"の,ざわ,おん,せん,むら",,Nozawaonsen Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.91666667,138.4333333
205834,信濃町,しなのまち,"しな,の,まち",,Shinano Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.8,138.2
205885,小川村,おがわむら,"お,がわ,むら",,Ogawa Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.61666667,137.9666667
205907,飯綱町,いいづなまち,"いい,づな,まち",,Iizuna Machi,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.75,138.2333333
206024,栄村,さかえむら,"さかえ,むら",,Sakae Mura,長野県,ながのけん,"なが,の,けん",Nagano Ken,36.98333333,138.5666667
212016,岐阜市,ぎふし,"ぎ,ふ,し",,Gifu Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.41666667,136.75
212024,大垣市,おおがきし,"おお,がき,し",,Ogaki Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.35,136.6
212032,高山市,たかやまし,"たか,やま,し",,Takayama Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,36.13333333,137.25
212041,多治見市,たじみし,"た,じ,み,し",,Tajimi Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.31666667,137.1166667
212059,関市,せきし,"せき,し",,Seki Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.48333333,136.9166667
212067,中津川市,なかつがわし,"なか,つ,がわ,し",,Nakatsugawa Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.48333333,137.5
212075,美濃市,みのし,"み,の,し",,Mino Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.53333333,136.9
212083,瑞浪市,みずなみし,"みず,なみ,し",,Mizunami Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.35,137.25
212091,羽島市,はしまし,"は,しま,し",,Hashima Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.31666667,136.7
212105,恵那市,えなし,"え,な,し",,Ena Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.43333333,137.4
212113,美濃加茂市,みのかもし,"み,の,か,も,し",,Minokamo Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.43333333,137
212121,土岐市,ときし,"と,き,し",,Toki Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.35,137.1833333
212130,各務原市,かかみがはらし,"かか,みが,はら,し",,Kakamigahara Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.38333333,136.8333333
212148,可児市,かにし,"か,に,し",,Kani Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.41666667,137.05
212156,山県市,やまがたし,"やま,がた,し",,Yamagata Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.5,136.7666667
212164,瑞穂市,みずほし,"みず,ほ,し",,Mizuho Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.38333333,136.6833333
212172,飛騨市,ひだし,"ひ,だ,し",,Hida Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,36.238139,137.186222
212181,本巣市,もとすし,"もと,す,し",,Motosu Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.46666667,136.6666667
212199,郡上市,ぐじょうし,"ぐ,じょう,し",,Gujo Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.73333333,136.95
212202,下呂市,げろし,"げ,ろ,し",,Gero Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.8,137.2333333
212211,海津市,かいづし,"かい,づ,し",,Kaizu Shi,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.21666667,136.6333333
213021,岐南町,ぎなんちょう,"ぎ,なん,ちょう",,Ginan Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.38333333,136.7666667
213039,笠松町,かさまつちょう,"かさ,まつ,ちょう",,Kasamatsu Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.36666667,136.75
213411,養老町,ようろうちょう,"よう,ろう,ちょう",,Yoro Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.3,136.55
213616,垂井町,たるいちょう,"たる,い,ちょう",,Tarui Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.36666667,136.5166667
213624,関ケ原町,せきがはらちょう,"せき,が,はら,ちょう",,Sekigahara Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.35,136.4666667
213811,神戸町,ごうどちょう,"ごう,ど,ちょう",,Godo Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.41666667,136.6
213829,輪之内町,わのうちちょう,"わ,の,うち,ちょう",,Wanouchi Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.28333333,136.6333333
213837,安八町,あんぱちちょう,"あん,ぱち,ちょう",,Anpachi Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.33333333,136.65
214019,揖斐川町,いびがわちょう,"い,び,がわ,ちょう",,Ibigawa Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.48333333,136.5666667
214035,大野町,おおのちょう,"おお,の,ちょう",,Ono Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.46666667,136.6166667
214043,池田町,いけだちょう,"いけ,だ,ちょう",,Ikeda Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.43333333,136.5666667
214213,北方町,きたがたちょう,"きた,がた,ちょう",,Kitagata Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.43333333,136.6833333
215015,坂祝町,さかほぎちょう,"さか,ほぎ,ちょう",,Sakahogi Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.41666667,136.9833333
215023,富加町,とみかちょう,"とみ,か,ちょう",,Tomika Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.48333333,136.9666667
215040,七宗町,ひちそうちょう,"ひち,そう,ちょう",,Hichiso Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.53333333,137.1166667
215058,八百津町,やおつちょう,"や,お,つ,ちょう",,Yaotsu Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.46666667,137.1333333
215066,白川町,しらかわちょう,"しら,かわ,ちょう",,Shirakawa Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.56666667,137.1833333
215074,東白川村,ひがししらかわむら,"ひがし,しら,かわ,むら",,Higashishirakawa Mura,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.63333333,137.3166667
215210,御嵩町,みたけちょう,"み,たけ,ちょう",,Mitake Cho,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,35.43333333,137.1166667
216046,白川村,しらかわむら,"しら,かわ,むら",,Shirakawa Mura,岐阜県,ぎふけん,"ぎ,ふ,けん",Gifu Ken,36.26666667,136.8833333
221007,静岡市,しずおかし,"しず,おか,し",,Shizuoka Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.96666667,138.3833333
221309,浜松市,はままつし,"はま,まつ,し",,Hamamatsu Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.7,137.7166667
222038,沼津市,ぬまづし,"ぬま,づ,し",,Numazu Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.08333333,138.85
222054,熱海市,あたみし,"あた,み,し",,Atami Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.08333333,139.0666667
222062,三島市,みしまし,"み,しま,し",,Mishima Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.11666667,138.9166667
222071,富士宮市,ふじのみやし,"ふ,じの,みや,し","Hidden particle (の): ふ,じ,の,みや,し",Fujinomiya Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.21666667,138.6166667
222089,伊東市,いとうし,"い,とう,し",,Ito Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.95,139.1
222097,島田市,しまだし,"しま,だ,し",,Shimada Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.83333333,138.1666667
222101,富士市,ふじし,"ふ,じ,し",,Fuji Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.15,138.6666667
222119,磐田市,いわたし,"いわ,た,し",,Iwata Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.71666667,137.85
222127,焼津市,やいづし,"やい,づ,し",,Yaizu Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.86666667,138.3166667
222135,掛川市,かけがわし,"かけ,がわ,し",,Kakegawa Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.76666667,137.9833333
222143,藤枝市,ふじえだし,"ふじ,えだ,し",,Fujieda Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.86666667,138.25
222151,御殿場市,ごてんばし,"ご,てん,ば,し",,Gotenba Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.3,138.9333333
222160,袋井市,ふくろいし,"ふくろ,い,し",,Fukuroi Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.75,137.9166667
222194,下田市,しもだし,"しも,だ,し",,Shimoda Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.66666667,138.9333333
222208,裾野市,すそのし,"すそ,の,し",,Susono Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.16666667,138.9
222216,湖西市,こさいし,"こ,さい,し",,Kosai Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.71666667,137.5166667
222224,伊豆市,いずし,"い,ず,し",,Izu Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.96666667,138.9333333
222232,御前崎市,おまえざきし,"お,まえ,ざき,し",,Omaezaki Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.63333333,138.1166667
222241,菊川市,きくがわし,"きく,がわ,し",,Kikugawa Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.75,138.0833333
222259,伊豆の国市,いずのくにし,"い,ず,の,くに,し",,Izunokuni Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,35.01666667,138.9166667
222267,牧之原市,まきのはらし,"まき,の,はら,し",,Makinohara Shi,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.73333333,138.2166667
223018,東伊豆町,ひがしいずちょう,"ひがし,い,ず,ちょう",,Higashiizu Cho,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.76666667,139.0333333
223026,河津町,かわづちょう,"かわ,づ,ちょう",,Kawazu Cho,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.75,138.9833333
223042,南伊豆町,みなみいずちょう,"みなみ,い,ず,ちょう",,Minamiizu Cho,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.65,138.85
223051,松崎町,まつざきちょう,"まつ,ざき,ちょう",,Matsuzaki Cho,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.75,138.7666667
223069,西伊豆町,にしいずちょう,"にし,い,ず,ちょう",,Nishiizu Cho,静岡県,しずおかけん,"しず,おか,けん",Shizuoka Ken,34.76666667,138.7666667
